02014421	0401
02062F2D	0415,0499,045B
02062F2E	0415,0403,0416,0403,0403,0434,0403,0401
02062F2F	0415,043D,041F,044B
02062F30	0401,0403,0401,041F,044B,0415
02062F31	043F,04F0,0415
02062F32	0416,0489,0465
02062F33	0417,048D,0458
02062F34	0416,0458,0422,0401,040E
02062F35	0438,0410,0417,0423
02062F36	0416,04C7,0422,0401,040E
02062F37	0417,0421,048B,0409
02062F38	0404,04D9,045F
02062F39	041C,041D,0431,0443
02062F3A	042E,040D,04B9,0436
02062F3B	0410,0404,0447,043D,0436
02062F3C	0403,0402,0404,040129,0436
02062F3D	0404,04FC,0401,0436
02062F3E	0413,04A9,047A
02062F3F	0413,04B9,042A,0422
02062F40	0413,0447,042E,0429
02062F41	0413,040132
02062F42	0413,0447,0422,0422
02062F43	0413,040138
02062F44	0413,0459,0422,0422
02062F45	0413,0422,0422,0447
02062F46	0413,040139
02062F47	043D,043D,043D,0401,0410
02062F48	043D,043D,043D,0403,0426
02062F49	04012D,043B
02062F4A	043B,043B,043B,0458
02062F4B	043B,0485,047A
02062F4C	040138,043B
02062F4D	04EF,0403,0402,0404,043B
02062F4E	042E,0458,041D,0410
02062F4F	0401,0423,041D,0401,0458
02062F50	0458,0458,0449
02062F51	0458,040B,0474,0438
02062F52	0458,04B1,0406,0401
02062F53	0458,0463,0450
02062F54	0458,0404,0459,0425
02062F55	0458,0421,04AC
02062F56	0474,0474,0458
02062F57	041D,04A5,0458
02062F58	0428,04A5,0458
02062F59	0422,0422,0422,0458
02062F5A	0422,04B0,0458
02062F5B	0459,0401,043D,0480
02062F5C	0459,0401,0403,0401,0403,040C,0401,0403
02062F5D	0459,0401,0403,0423,043D
02062F5E	0459,0467,0467
02062F5F	0459,0423,048F
02062F60	0459,0476,0476
02062F61	04C7,0443,0447
02062F62	04A5,0439,0447
02062F63	0447,046A,045E
02062F64	040107,0447
02062F65	0447,0495,0425
02062F66	0447,043D,0489
02062F67	0447,042B,0405,042B,0405
02062F68	0447,04AB,0436
02062F69	0456,0415,0481
02062F6A	0459,044B,0447
02062F6B	045A,0404,0414,0447
02062F6C	0422,0401,0458,0447
02062F6D	0448,0413,0401,0403,0438
02062F6E	0448,04CD,0403
02062F6F	04C7,0444,0476
02062F70	0411,0433,0410,0476
02062F71	0448,0458,0476
02062F72	0459,044B,0476
02062F73	0479,0458,0476
02062F74	0423,043D,0426,0476
02062F75	0422,0401,0448,0476
02062F76	0476,040113
02062F77	0476,04E3
02062F78	0476,041F,04B0
02062F79	0476,042A,04C2
02062F7A	0476,0463,0450
02062F7B	0476,04011D
02062F7C	0476,0480,045A
02062F7D	0476,0480,0449
02062F7E	0499,0443,0476
02063021	046B,0480,047A
02063022	047A,047A,047A
02063023	047A,0404,04CA
02063024	045A,0422,0401,047A
02063025	04A8,0433,047A
02063026	047F,047F,047A
02063027	046B,0449,0458
02063028	046B,0447,045E
02063029	046B,0401,04B1
0206302A	046B,043F,04B9
0206302B	046B,040117
0206302C	046B,0404,04EA
0206302D	046B,0421,0401,0458
0206302E	04A5,0439,0452
0206302F	04E3,0452
02063030	0467,0479,0452
02063031	0404,0400,0452
02063032	0479,0498,0426
02063033	0479,0479,0479
02063034	0423,0426,0414,0449
02063035	0423,0426,046B,0423
02063036	0423,0426,04FF
02063037	044C,040129
02063038	044C,040112
02063039	0423,0426,0498,0415
0206303A	046D,040124
0206303B	046D,0410,0410,0407,0401
0206303C	046D,0410,0499
0206303D	046D,0410,043D,0427
0206303E	046D,0488,0423
0206303F	046D,040116
02063040	0448,0458,046D
02063041	047F,046D,0449
02063042	0474,0422,0499
02063043	0474,0422,049C
02063044	0404,041E,0425,0401,0438,0407
02063045	0410,0498,045A
02063046	0439,042C,0406,0401,045A
02063047	0458,0458,045A
02063048	0456,0415,0401,045A
02063049	0458,045A,045A
0206304A	041D,0425,0425,045A
0206304B	045A,0433,04A2
0206304C	045A,040128
0206304D	045A,0447,0447
0206304E	045A,0458,040C,044B
0206304F	045A,04E3
02063050	045A,0404,04EA
02063051	045A,0422,0405,0431,0403
02063052	045A,047F,0410,0400
02063053	0404,04DE,0480
02063054	0480,0401,0459,0425
02063055	0480,0458,0458
02063056	0480,0458,0403,0438
02063057	04A0,0414,0449
02063058	0431,0483,046E
02063059	0404,04EA,046F
0206305A	0425,0425,045B
0206305B	042E,0499,045B
0206305C	042E,040D,0480,045B
0206305D	04C5,042A,041D,0403
0206305E	0411,0422,0422,045B
0206305F	0456,0415,0401,045B
02063060	045B,042E,040D,0480
02063061	041C,0499,045B
02063062	045B,0453,0449
02063063	045B,0422,040D,0480
02063064	045B,04A0,0401,0407
02063065	0404,0402,0404,043B,0434,045B
02063066	0476,043B,0404,045B
02063067	042E,040D,0480,045B
02063068	041C,0401,0401,0414,0443
02063069	0422,0422,0422,0443
0206306A	0404,0459,0425,047F
0206306B	046A,0458,0404,0405,0407
0206306C	046A,040117
0206306D	046A,042A,0413,0436
0206306E	0431,0483,044D
0206306F	04A5,0439,044D
02063070	046F,046F,044D
02063071	042A,041E,0422,044D
02063072	0404,044B,0411,044D
02063073	0404,0459,0425,044D
02063074	04011E,044D
02063075	0411,0453,04A0
02063076	0453,04010C
02063077	043B,0489,0453
02063078	0471,0449,0449
02063079	0443,0471,0443
0206307A	0471,0459,0462
0206307B	04FD,0423,043D
0206307C	0410,043D,04FD
0206307D	04012B,0471
0206307E	042B,0499,0471
02063121	047B,041B,0458
02063122	047B,0404,040E,04C7
02063123	0416,0401,0403,0413,0400
02063124	047B,0404,04C7
02063125	0460,0403,0463,0432
02063126	0460,0426,04B5
02063127	0460,0422,0401,0497
02063128	0460,04A4,0426
02063129	040102,04B9
0206312A	046D,0415,04B9
0206312B	04C6,04B9
0206312C	0499,0401,04B9
0206312D	0458,04B9,0436
0206312E	04F0,04B9
0206312F	0422,0476,04B9
02063130	04B9,042E,040D,0480
02063131	04B9,0410,042A,0422
02063132	04B9,040128
02063133	04B9,040109
02063134	04B9,0401,0459,0422
02063135	04B9,0498,0415
02063136	04B9,043D,040116
02063137	04B9,0423,0422,0411
02063138	04B9,04011D
02063139	04B9,0476,0458
0206313A	04B9,0480,045A
0206313B	040102,0493
0206313C	0493,0449,0423
0206313D	0493,04DB
0206313E	0493,041D,0445
0206313F	04D5,0430,043B
02063140	04D5,041F,0411
02063141	04D2,0493
02063142	04A9,0405,0481
02063143	04A9,04D8
02063144	04A9,041F,0475
02063145	04A9,042B,0458
02063146	04A9,0404,048E
02063147	0447,043D,04A0
02063148	040E,04C7,04A0
02063149	0411,0458,04A0
0206314A	0422,0422,0403,04A0
0206314B	04A0,042E,0498
0206314C	04A0,0472,0472
0206314D	04A0,04010B
0206314E	04A0,040112
0206314F	04A0,043D,040116
02063150	04A0,0422,0422,043B
02063151	04A0,042A,04C1
02063152	04A0,042B,0425,0438
02063153	04A0,0422,0489
02063154	04A0,0404,0459,0425
02063155	04A0,04A8,0436
02063156	04A0,0421,04C5
02063157	04A0,0422,0401,0497
02063158	04AC,0401,0411,043B
02063159	046B,0415,04A1
0206315A	04CB,04A1
0206315B	0488,0403,04A1
0206315C	0474,0438,041C,043B
0206315D	041F,0475,04A1
0206315E	04EC,041C,043B
0206315F	0423,0404,0402,0404,0407,041F,0425
02063160	04DC,0411,0432
02063161	04A7,04A7,0405
02063162	042E,0429,0422,042E,040D
02063163	0401,041C,0433,042E,0429
02063164	0413,0430,0403,042E,0429
02063165	0498,046B,0415
02063166	0499,042E,044D
02063167	0499,04F9
02063168	0499,04DB
02063169	0499,0474,0438
0206316A	0499,040C,04B1
0206316B	0498,041F,0479
0206316C	049C,0401,0499
0206316D	0499,04D7
0206316E	0499,0458,0411
0206316F	0498,041E,0423,0401
02063170	041E,0459,0401,0422,040C
02063171	04AB,0423,0458
02063172	0431,0405,0433,0489
02063173	046D,0415,0489
02063174	0489,0411,041D,0404
02063175	0489,040E,0497
02063176	0489,0424,0447
02063177	0489,0422,0479
02063178	0447,043D,042A,0422
02063179	04CC,042A,0422
0206317A	04DC,042A,0422
0206317B	047F,043A,042A,0422
0206317C	04F1,042A,0422
0206317D	048F,0404,044B
0206317E	048F,042A,0479
02063221	048F,04D0
02063222	048F,0474,0438
02063223	048F,04EC
02063224	048F,04EF
02063225	048F,0404,045B,0404
02063226	048F,0422,0479
02063227	0401,0497,0427,043B
02063228	0458,041A,0427,043B
02063229	04C6,04C2
0206322A	045A,0447,04C6
0206322B	040102,04A2
0206322C	0439,0458,04A2
0206322D	048D,0401,04A2
0206322E	04DF,04A2
0206322F	042B,046F,04A2
02063230	0409,0401,0458,04AC
02063231	04A3,0459,0425
02063232	04A3,048F
02063233	04FD,04C7
02063234	0411,0458,04C7
02063235	04C7,046A,0443
02063236	04C7,046A,045E
02063237	04C7,04B4,0426
02063238	04C7,0401,043D,0480
02063239	04C7,0458,040C,044B
0206323A	04C7,0458,0458
0206323B	04C7,0458,0480
0206323C	04C7,043D,043D,043D
0206323D	04C7,0422,0401,0497
0206323E	04C7,0404,04EA
0206323F	04C7,0404,041E,0401,0401,044D
02063240	04C7,047F,047F
02063241	04C7,04A5,0439
02063242	04C7,0421,0404,0403,0404,0406
02063243	04B4,0433,0427,0401
02063244	04B4,0435,0403,043B
02063245	04B4,04A7,0405
02063246	0431,0443,04B4
02063247	04FD,04B4
02063248	045A,0414,04B4
02063249	04ED,04B4
0206324A	04AC,0401,04B4
0206324B	04B4,0498,0401
0206324C	04B4,040100
0206324D	04A8,0419,0472
0206324E	04A8,047A,0422
0206324F	04A8,0489,0409
02063250	04A8,0439,0448
02063251	04A8,043E,040E,0479
02063252	04C0,04D8
02063253	04C0,041F,0475
02063254	04C0,0422,0401,043E
02063255	04A6,0411,0458
02063256	04A6,04ED
02063257	04A6,04A7,0405
02063258	04A4,046D,0415
02063259	04A4,0411,041D,0404
0206325A	04A4,0401,0423,041A
0206325B	04A4,041D,0445
0206325C	04A4,04E2
0206325D	04A4,0474,0427
0206325E	04A4,042B,0430,0401
0206325F	04A4,0404,041D,0422
02063260	04F0,048E
02063261	048E,046C,044D
02063262	048E,0401,0414,0443
02063263	048E,0416,0481
02063264	048E,046D,0449
02063265	048E,0401,04EF
02063266	048E,04011D
02063267	048E,0422,0489
02063268	048E,0422,0401,0458
02063269	0481,0435,0403,043B
0206326A	0481,0459,0434
0206326B	0481,0474,0410
0206326C	0481,04F3
0206326D	04F1,0491
0206326E	04B8,04F1
0206326F	0401,047F,04D4
02063270	04AC,04CC
02063271	04EB,04AB
02063272	042E,04D9,043B
02063273	0493,04D9
02063274	0474,0401,04D9
02063275	04D9,0401,040D,0422
02063276	04D9,0423,043B
02063277	0410,0403,0403,04D9
02063278	04DA,0401,0416,0401
02063279	04DC,0499
0206327A	04DA,04A8
0206327B	04F6,0433,0426
0206327C	04F6,048B
0206327D	04F6,0489
0206327E	04F6,0401,047F
02063321	04F6,043D,0426
02063322	04F6,041F,0411
02063323	04F6,04B0
02063324	04F6,0423,0439
02063325	040101,041C,043B
02063326	04F0,041C,043B
02063327	04F0,04A3
02063328	04F0,0410,043D
02063329	04F0,046C,0403
0206332A	04FF,049F
0206332B	0415,0415,04FF
0206332C	044B,0401,04DD
0206332D	04C6,04DD
0206332E	04D7,04A9
0206332F	04D7,0411,043B
02063330	04D7,0412,0423
02063331	04D7,0412,0423
02063332	04D7,0401,047F
02063333	04D7,043F,0411
02063334	04D7,047F,0407
02063335	04D7,04A8
02063336	042E,0423,04D7
02063337	04A2,04D7
02063338	04B1,04D7
02063339	04A8,04D7
0206333A	04D7,04B4
0206333B	04D7,04B3
0206333C	04D7,0401,0480
0206333D	04D7,0414,0411
0206333E	0496,04DE
0206333F	041F,044B,04A1
02063340	0439,0439,041F,044B
02063341	0497,041F,044B
02063342	04D1,04C2
02063343	04D1,0401,047F
02063344	04D1,041D,043B
02063345	04D1,0401,0403,041C
02063346	04D1,0421,0436
02063347	04CB,0410,0420
02063348	04CB,0493
02063349	04CB,04AF
0206334A	0412,0404,0405,04D8
0206334B	0412,0404,0405,0458,0426
0206334C	0412,0404,0405,04AC,0401
0206334D	0422,0431,041D,043D
0206334E	04ED,04BF
0206334F	04ED,04BE
02063350	04ED,0492
02063351	04ED,048D
02063352	04ED,04A4
02063353	04ED,0427,043B
02063354	04ED,04B1
02063355	04ED,0422,0411
02063356	04A8,04ED
02063357	04ED,0401,044D
02063358	046B,0423,04B8
02063359	046B,0423,0412,040C,0409
0206335A	046B,0423,04C7
0206335B	046B,0423,04A3
0206335C	046B,0423,04B1
0206335D	047A,0407,046B,0423
0206335E	04011C,0401,041A
0206335F	04011C,044D
02063360	040125,044D
02063361	0404,0428,040125
02063362	04012C,0443
02063363	04012C,0410,0408
02063364	04012C,0475
02063365	04012C,044E
02063366	04012C,0403,0402,0407
02063367	04012C,045D
02063368	04012C,0426,0403
02063369	041D,043B,043B,0443
0206336A	041D,0425,0425,042E,040D
0206336B	04DE,0415,0415
0206336C	041D,0425,0411,0458
0206336D	041D,0425,04E6
0206336E	041D,0425,04D8
0206336F	041D,043B,0467,0436
02063370	040126,0475
02063371	0447,040126
02063372	04012B,0453
02063373	04012B,042E,040D
02063374	04012B,0401,041A
02063375	04012B,0444
02063376	04012B,0422,040D
02063377	040118,046F
02063378	040118,041C,0407
02063379	040116,0468
0206337A	040116,0476
0206337B	042E,040D,040116
0206337C	040116,0435,0403,043B
0206337D	040116,0409,0401,0458
0206337E	040116,04D1
02063421	040116,044B,043D
02063422	040116,0467,043B
02063423	040116,0438,045B
02063424	040116,0474,0426
02063425	040116,046D,043F
02063426	040116,046D,0425
02063427	040116,041F,0479
02063428	040116,0463,0432
02063429	040116,0422,0448
0206342A	042E,0479,040116
0206342B	0467,0436,040116
0206342C	04A9,0401,040116
0206342D	04A9,0401,040116
0206342E	04A9,0401,040116
0206342F	044B,0431,040116
02063430	04F7,040116
02063431	042B,040116,0447
02063432	04011D,0422,0403
02063433	04011E,0400,0404
02063434	0443,0458,0475
02063435	04011F,0453
02063436	04011F,0439,0405
02063437	04011F,042B,0405
02063438	042E,040D,040129
02063439	0495,0433,0401,0426
0206343A	0495,0435,0452
0206343B	0495,040E,0489
0206343C	0495,04CA
0206343D	0495,046D,0427
0206343E	0495,0411,041D,0404
0206343F	0495,0449,040C,0403
02063440	0495,0401,0426,041A
02063441	0495,041C,041D,0401
02063442	0495,0403,0423,0423
02063443	0495,041F,0479
02063444	0495,042A,0479
02063445	0495,0422,042E,040D
02063446	0495,0403,0423,043B
02063447	04010F,0416,0401
02063448	04010F,045B
02063449	04010F,0478
0206344A	0449,040112
0206344B	0453,040112
0206344C	040112,0410,0400
0206344D	040112,0468
0206344E	0477,040112
0206344F	0460,0401,0422,0410,0408
02063450	0460,0414,0403,0402,0410,0408
02063451	042E,0401,041A,04AF
02063452	042E,0423,0401,04AF
02063453	040123,0423,0401
02063454	042A,041D,0447,0419
02063455	0423,0401,0458,046C
02063456	0415,040138
02063457	0447,04AE,0419
02063458	0419,0447,04AE
02063459	0447,0497,0439
0206345A	0458,0497,0439
0206345B	0424,0458,0497
0206345C	04012E,0436
0206345D	042B,04012E
0206345E	0401,04DC,0401,043D
0206345F	04B6,046B,0427
02063460	04B6,0405,0481
02063461	04B6,0434,045B
02063462	04B6,046D,0410
02063463	04B6,0401,04B4
02063464	04B6,0416,0410
02063465	04B6,0422,0479
02063466	040126,047C
02063467	0400,0400,047C
02063468	0434,04C1,047C
02063469	0497,0415,047C
0206346A	040116,047C
0206346B	0456,0415,0401,047C
0206346C	04E3,047C
0206346D	04011B,047C
0206346E	0434,04013D
0206346F	047C,046B,046F
02063470	047C,0479,0401,0426
02063471	047C,043D,04AB
02063472	047C,042B,0481
02063473	047C,043C,0489
02063474	047C,0463,045B
02063475	047C,0422,04B4
02063476	047C,0422,04C7
02063477	047C,0422,0422,0422
02063478	047C,0498,0415
02063479	04EB,0400
0206347A	0401,04011D,0438
0206347B	0401,04011D,0426
0206347C	0422,0401,04F0,043D
0206347D	0422,0401,0498,0415
0206347E	0422,041C,0498,0401
02063521	0422,0401,04F0,0415
02063522	040162,0407
02063523	04011D,044D
02063524	0456,0415,04EF
02063525	0401,0411,0400,0416,0401
02063526	04CF,0401,0411,040E,0404,0406
02063527	0420,0416,0416,0434,0434
02063528	0404,044B,046C,0474
02063529	0404,04EA,048D
0206352A	0404,0459,0425,0487
0206352B	0448,0458,046C,0407
0206352C	0400,0400,0400,0420,0410,0403
0206352D	0410,0498,0498
0206352E	043D,043D,043D,0420,0410
0206352F	042E,0458,0458,0411
02063530	042E,0403,0403,0410,0433,0426
02063531	042E,0467,0450,0427
02063532	0422,0422,0422,0422,0422
02063533	0422,0405,048D,0458
02063534	0422,046A,0415,0463
02063535	0422,0447,043D,043A,0405
02063536	0422,0401,0459,0422,0422
02063537	0422,04011B,0439
02063538	0422,04ED,047A
02063539	0422,0480,0467,0439
0206353A	0422,046C,0400
0206353B	0422,04B4,04B4
0206353C	0411,0495,0410,0426
0206353D	0424,0401,0404,0459,0458
0206353E	04DA,042E,0423
0206353F	042E,043D,0488,0423
02063540	0404,041E,0498,0401,0423
02063541	0438,0458,043B,0401,0423
02063542	049A,0467,0467
02063543	0422,0422,041E,041E,041E
02063544	0433,0439,04E1,0405
02063545	0430,040104,0439
02063546	0430,0480,041D,0401,0439
02063547	0428,0401,040138
02063548	0438,0401,0403,040C,0410,0410
02063549	042A,046D,0426,0439
0206354A	0405,048D,0458,0439
0206354B	0423,0483,0423,0439
0206354C	04CA,0461,0439
0206354D	041C,0498,0401,0403,0439
0206354E	041C,0498,0415,0439
0206354F	045A,0422,0416,0401,0439
02063550	045A,04EC,0439
02063551	0425,0425,0489,0439
02063552	043D,043D,043D,0410,0439
02063553	04A9,048E,0439
02063554	045A,0404,0407,0461,0439
02063555	040159,043A
02063556	040148,043A
02063557	041C,048F,043B,043A
02063558	042A,04E1,043A
02063559	0422,0447,0447,043A
0206355A	040131,042B,0401
0206355B	042B,0487,04B4
0206355C	042B,04014C
0206355D	042B,0458,042B,0458
0206355E	042B,0479,042B,0479
0206355F	042B,0467,042B,0467
02063560	0415,0499,0433,0419
02063561	0416,04C7,04F0
02063562	0416,040105,0423
02063563	0416,0416,0403,0403,0405,0401,0402,0403,0403
02063564	0417,04010F,0426
02063565	0458,040C,04AB,0411
02063566	049D,04DB,0401
02063567	041C,0433,0423,04C7
02063568	041C,0458,0403,0404,0404,0404,0404
02063569	041C,0458,0403,0404,0404,0404,0406
0206356A	041C,0459,0422,0422,0403,0400
0206356B	041C,041D,043B,0421,0403,0402,0405
0206356C	0404,041C,0401,04B9,0436
0206356D	0413,042E,0458,047A
0206356E	0413,0489,042A,0422
0206356F	0413,0489,0422,0422
02063570	0413,0414,04011D
02063571	0413,0458,0458,0411
02063572	0413,043D,0404,04DB
02063573	0413,0422,0401,040E,0497
02063574	0413,0476,043B,047A
02063575	043D,040136,0401
02063576	043D,043D,04DB,0401
02063577	043B,043B,0458,0458
02063578	046D,04CB,043B
02063579	040149,043B
0206357A	0474,0401,049C,043B
0206357B	0404,0403,0401,0401,0401,0400,043B
0206357C	043B,043B,043B,0488,0426
0206357D	04F7,0411,0458
0206357E	046A,0472,0403,0458
02063621	0414,0458,041D,0458
02063622	0458,04B3,0404,0404,0404
02063623	0458,043E,041D,0445
02063624	0458,0459,0489
02063625	0458,049C,0476
02063626	0458,0425,0414,0458
02063627	04013D,0458
02063628	0445,0493,0458
02063629	0458,047F,042A,0422
0206362A	0459,0401,04011D
0206362B	0459,04A4,0458
0206362C	0459,0423,0411,0458
0206362D	0459,0423,04D7
0206362E	04C7,0479,0404,0447
0206362F	0482,0405,0439,0447
02063630	0482,0461,0447
02063631	0447,040128,0405
02063632	0447,0481,044D
02063633	0447,046D,0409,0458
02063634	0447,0401,0426,04B5
02063635	0447,04D5,0409
02063636	0447,04D7,0415
02063637	0447,0498,045A
02063638	0447,041F,0427,0445
02063639	0447,04F0,0426
0206363A	0447,0404,0422,0422,0401,0407
0206363B	0447,0423,04EA
0206363C	0400,0447
0206363D	047C,0413,043B,0447
0206363E	0498,044B,0447
0206363F	041C,0459,0422,0447
02063640	0422,0401,0489,0447
02063641	0448,0458,0401,0403,0403,0401
02063642	0448,0458,041D,0403,0401
02063643	0463,040137
02063644	0411,043B,0467,0467
02063645	0467,0402,0405,0405,0422,0410
02063646	0467,040B,045A,045A
02063647	0467,0458,0482
02063648	044B,0410,041E,0401,041E,0401
02063649	043D,044B,0448,0438
0206364A	04011E,044B
0206364B	0404,041E,04A4,044B
0206364C	0476,0416,0403,0403,0434,0403
0206364D	0476,0458,040C,044B
0206364E	0413,0410,0478,0476
0206364F	0459,0422,0422,0476
02063650	0459,0423,041E,0476
02063651	0479,04AB,0476
02063652	04AB,046E,0476
02063653	0476,046B,0412,040C,0409
02063654	0476,04A0,04A7
02063655	0476,049F,0458
02063656	0476,04AC,0458
02063657	0476,0422,0403,0402,0405,0422
02063658	047A,04013F
02063659	047A,047A,0499
0206365A	046B,044D,0405,0405,0405,0405
0206365B	046B,04B4,0452
0206365C	046B,0472,0433,043B
0206365D	046B,0481,0401,0423
0206365E	046B,046D,0406,045E
0206365F	046B,0410,041E,046F
02063660	046B,0490,0480
02063661	046B,0447,04AE
02063662	046B,0488,044B
02063663	046B,0445,0422,0422
02063664	046B,0467,0467,0401
02063665	046B,04F0,0415
02063666	046B,0458,0489
02063667	0430,0403,040116,0452
02063668	04DE,0426,0452
02063669	040124,0479,0404
0206366A	044C,0474,0401,0447
0206366B	044C,0474,0481
0206366C	044C,0479,04AB
0206366D	0425,0414,043D,044C,0405
0206366E	0431,046D,0411,0458
0206366F	046D,04C7,04A2
02063670	046D,0403,0410,0410,043F
02063671	046D,0422,0422,0427
02063672	046D,043D,041F,044B
02063673	046D,0480,04C7
02063674	046D,0460,0415,0436
02063675	0474,04F0,0411
02063676	0474,0458,0404,0458
02063677	0474,041F,04C6
02063678	0474,0422,0431,0443
02063679	040129,0436,045A
0206367A	04DE,041D,045A
0206367B	045A,042E,0458,043B
0206367C	045A,04C5,0458
0206367D	045A,0481,044D
0206367E	045A,0458,040A,044B
02063721	045A,041C,04D7
02063722	045A,045A,0401,044B
02063723	045A,042A,04E1
02063724	045A,0422,0401,0489
02063725	0404,0445,0422,0422,0438
02063726	0461,0497,0480
02063727	0428,0401,044B,0401,0480
02063728	0414,0449,0414,0449
02063729	04C5,0458,045B
0206372A	0487,0423,0401,045B
0206372B	0458,0458,0401,045B
0206372C	045B,0431,0458,0426
0206372D	045B,04C5,0458
0206372E	045B,0493,044D
0206372F	045B,0439,0405,04B9
02063730	045B,044B,0422,0422
02063731	045B,0495,042E,040D
02063732	045B,0423,0422,0458
02063733	0404,041E,041D,0404,0404,045B
02063734	0476,043B,0404,0404,045B
02063735	0439,0439,0401,0414,0443
02063736	0404,0459,0425,047F,0403
02063737	046A,0401,0404,04D7
02063738	046A,0479,040116
02063739	046A,040137
0206373A	046A,041C,0459,0434
0206373B	046A,043D,041F,044B
0206373C	046A,0404,0459,0467
0206373D	0401,0403,0416,0403,0403,0434,0403,044D
0206373E	04A4,0458,044D
0206373F	0404,0459,0462,044D
02063740	0422,0404,0404,0404,0404,0406,044D
02063741	0471,0459,0462,040C
02063742	0471,0422,0422,0447
02063743	04A0,04A7,0471
02063744	047B,0438,04C7
02063745	047B,042B,04D9
02063746	047B,0404,0422,0404,0404,0405,0405
02063747	0461,04012F
02063748	0461,0447,0497
02063749	0460,043E,041D,0445
0206374A	0460,0472,0433,043B
0206374B	0460,04D7,0415
0206374C	0460,0474,0401,0447
0206374D	0460,043D,041F,044B
0206374E	0460,0423,0422,0458
0206374F	0460,041F,0411,0436,0405
02063750	0460,0404,0404,043D,044B
02063751	0471,047F,04B9
02063752	0449,0458,04B9
02063753	0488,0423,04B9
02063754	048F,0439,04B9
02063755	0459,0458,04B9
02063756	045A,0484,04B9
02063757	0474,0474,04B9
02063758	0404,0438,0401,0425,04B9
02063759	0467,0436,0405,04B9
0206375A	0463,0458,04B9
0206375B	0466,0436,0405,04B9
0206375C	04B9,046B,0452,0401
0206375D	04B9,04E1,04A4
0206375E	04B9,0447,04AE
0206375F	04B9,04D8,043A
02063760	04B9,04D7,0415
02063761	04B9,045A,0484
02063762	04B9,04A8,0452
02063763	04B9,0425,0414,0458
02063764	04B9,048E,04B4
02063765	04B9,048E,0481
02063766	04B9,0480,0438,0425
02063767	0411,0493,042E,0429
02063768	0493,040B,0474,0438
02063769	04D5,0401,04C7
0206376A	04A9,040129
0206376B	04A9,040104
0206376C	04A9,0422,0401,0458
0206376D	04AB,043B,04A0
0206376E	04A0,04A0,0412
0206376F	04A0,0433,04D4
02063770	04A0,0447,0447,0407
02063771	04A0,0439,04E1
02063772	04A0,04DB,0401,0404
02063773	04A0,0459,04C1
02063774	04A0,045A,0401,045B
02063775	04A0,0479,0404,0476
02063776	04A0,04A8,0449
02063777	04A0,0425,0414,045B
02063778	04A0,041F,040E,0497
02063779	04A0,0463,0497
0206377A	04A0,0404,0459,0462
0206377B	04A0,04AC,0458
0206377C	04A0,0425,0405,0489
0206377D	04A0,048E,0489
0206377E	04A0,0480,04AB
02063821	04A9,0426,0411,043B
02063822	042A,041E,0423,0411,043B
02063823	042E,04AE,04A1
02063824	040126,041C,043B
02063825	0416,0401,047A,04A1
02063826	046D,045B,041C,043B
02063827	0479,0401,0426,041C,043B
02063828	0425,0489,041C,043B
02063829	042A,0413,0436,04A1
0206382A	048E,048E,04A1
0206382B	0422,0401,0458,04A1
0206382C	04B3,040125
0206382D	046C,044D,04B3
0206382E	045A,0401,0426,04A1
0206382F	0432,0411,0426,04B5
02063830	0474,0474,04A7
02063831	042E,0429,041F,0422,0422
02063832	042E,0429,041F,0428,042E
02063833	042E,0429,041F,04F5
02063834	042E,0429,0422,0410,0420
02063835	0401,0428,0447,042E,0429
02063836	040128,0499
02063837	04C8,0403,0498
02063838	040107,0498
02063839	0498,0401,0401,0497
0206383A	0498,046D,0449
0206383B	0498,0401,0423,0401,0423
0206383C	0498,0403,0410,0403,0403,0434
0206383D	0499,0407,045A,043B
0206383E	0498,0467,0467
0206383F	04011E,0499
02063840	042C,042A,0422,0499
02063841	04E3,0499
02063842	0422,0401,0458,0499
02063843	04AB,046C,0474
02063844	046B,0423,0401,0489
02063845	04F7,04CA
02063846	0489,046D,046D
02063847	0401,041E,041D,0401,0489
02063848	0489,046A,0443
02063849	0489,0433,0428,0411
0206384A	0489,0401,0414,0443
0206384B	0489,0401,0422,0459
0206384C	0489,0485,0419
0206384D	0489,041C,0401,0479
0206384E	0489,04E3
0206384F	0489,041E,0422,041D
02063850	0489,041D,041D,0410
02063851	0489,0422,0489
02063852	041C,040E,0489,0458
02063853	041E,0422,0433,0489
02063854	0497,0415,042A,0422
02063855	043A,043A,043A,042A,0422
02063856	0413,04C7,042A,0422
02063857	0498,0422,042A,0422
02063858	0421,0401,0458,042A,0422
02063859	0497,040129
0206385A	0497,0410,0401,0457
0206385B	0497,0401,0414,0443
0206385C	0497,0458,0458
0206385D	0497,0438,0401,0403,040C,0401,0401
0206385E	0497,0428,04A7
0206385F	048F,0411,0458
02063860	048F,040109
02063861	048F,04DC,0405
02063862	048F,0498,0422
02063863	048F,040116
02063864	048F,0415,042A,0422
02063865	048F,04A8,043B
02063866	048F,042A,0413,0436
02063867	0447,0447,04C6
02063868	0404,0459,0425,0415,0415
02063869	0415,0415,0401,0414,0443
0206386A	0404,0459,0425,0415,0415
0206386B	04A5,0439,04A2
0206386C	0485,0415,04A2
0206386D	0497,0415,04A2
0206386E	04A2,040104
0206386F	04A2,04012B
02063870	040107,04C7
02063871	04C7,0433,0471,043D
02063872	04C7,044D,0405,0405,0405,0405
02063873	04C7,042E,047F,0426
